T:23194,Ax:0.00,Ay:-0.08,Az:9.78,Gx:-0.29,Gy:-0.07,Gz:-0.03,P:-0.48,R:-0.16
T:23204,Ax:-0.00,Ay:-0.09,Az:9.85,Gx:-0.18,Gy:0.04,Gz:0.03,P:-0.49,R:-0.15
T:23214,Ax:0.01,Ay:-0.07,Az:9.83,Gx:-0.12,Gy:0.10,Gz:-0.03,P:-0.48,R:-0.14
T:23224,Ax:0.00,Ay:-0.05,Az:9.84,Gx:-0.01,Gy:0.01,Gz:0.01,P:-0.48,R:-0.14
T:23234,Ax:0.00,Ay:-0.05,Az:9.84,Gx:-0.07,Gy:-0.03,Gz:0.00,P:-0.47,R:-0.13
T:23244,Ax:0.00,Ay:-0.08,Az:9.82,Gx:-0.07,Gy:0.01,Gz:0.01,P:-0.47,R:-0.13
T:23254,Ax:0.01,Ay:-0.07,Az:9.83,Gx:0.18,Gy:0.01,Gz:0.13,P:-0.47,R:-0.12
T:23264,Ax:0.02,Ay:-0.11,Az:9.86,Gx:0.22,Gy:-0.10,Gz:0.07,P:-0.48,R:-0.13
T:23274,Ax:0.05,Ay:-0.09,Az:9.82,Gx:0.16,Gy:-0.16,Gz:0.06,P:-0.48,R:-0.14
T:23284,Ax:0.04,Ay:-0.08,Az:9.83,Gx:-0.03,Gy:-0.25,Gz:0.16,P:-0.48,R:-0.15
T:23294,Ax:0.01,Ay:-0.09,Az:9.87,Gx:-0.12,Gy:-0.30,Gz:0.19,P:-0.48,R:-0.15
T:23304,Ax:0.04,Ay:-0.09,Az:9.84,Gx:-0.27,Gy:-0.19,Gz:0.15,P:-0.49,R:-0.15
T:23314,Ax:0.01,Ay:-0.09,Az:9.86,Gx:-0.35,Gy:0.06,Gz:0.00,P:-0.50,R:-0.15
T:23324,Ax:0.02,Ay:-0.08,Az:9.79,Gx:-0.09,Gy:0.03,Gz:0.15,P:-0.50,R:-0.15
T:23334,Ax:0.02,Ay:-0.08,Az:9.86,Gx:-0.01,Gy:0.13,Gz:0.12,P:-0.50,R:-0.15
T:23344,Ax:0.04,Ay:-0.07,Az:9.82,Gx:-0.01,Gy:-0.03,Gz:0.15,P:-0.50,R:-0.15
T:23354,Ax:0.03,Ay:-0.07,Az:9.83,Gx:-0.07,Gy:-0.25,Gz:0.18,P:-0.49,R:-0.16
