T:579954,AX:1.37,AY:-0.64,AZ:9.61,GX:11.55,GY:9.20,GZ:2.42
T:579964,AX:1.33,AY:-2.14,AZ:11.97,GX:9.90,GY:11.78,GZ:-3.09
T:579974,AX:1.54,AY:-1.91,AZ:12.03,GX:-1.28,GY:-6.53,GZ:-15.90
T:579984,AX:1.96,AY:-0.48,AZ:10.14,GX:-6.62,GY:-13.78,GZ:-28.99
T:579994,AX:2.54,AY:2.31,AZ:9.85,GX:-6.03,GY:-5.54,GZ:-27.11
T:580004,AX:2.68,AY:4.16,AZ:9.93,GX:1.31,GY:-7.11,GZ:-0.45
T:580014,AX:2.21,AY:2.18,AZ:8.06,GX:14.19,GY:5.29,GZ:35.41
T:580024,AX:1.71,AY:-1.73,AZ:10.89,GX:23.17,GY:21.57,GZ:38.38
T:580034,AX:1.88,AY:-1.78,AZ:12.07,GX:6.29,GY:-4.80,GZ:16.77
T:580044,AX:1.80,AY:0.18,AZ:8.43,GX:-5.34,GY:-17.29,GZ:18.58
T:580054,AX:1.46,AY:-0.06,AZ:6.86,GX:-4.36,GY:8.91,GZ:32.00
T:580064,AX:1.63,AY:-1.14,AZ:8.82,GX:-2.04,GY:28.35,GZ:34.32
T:580074,AX:1.58,AY:-0.39,AZ:9.74,GX:1.74,GY:20.19,GZ:28.80
T:580084,AX:1.34,AY:0.35,AZ:8.33,GX:16.79,GY:15.20,GZ:33.12
T:580094,AX:1.20,AY:0.22,AZ:8.38,GX:35.48,GY:23.89,GZ:38.99
T:580104,AX:1.38,AY:0.02,AZ:10.65,GX:45.17,GY:28.42,GZ:38.99
T:580114,AX:1.31,AY:0.48,AZ:12.65,GX:49.31,GY:12.93,GZ:42.85
T:580124,AX:0.79,AY:-0.39,AZ:11.74,GX:55.26,GY:-9.58,GZ:48.97
T:580134,AX:0.28,AY:-1.57,AZ:8.70,GX:59.60,GY:-5.64,GZ:42.01
T:580144,AX:0.46,AY:-0.91,AZ:8.50,GX:67.64,GY:19.46,GZ:30.10
T:580154,AX:0.98,AY:0.21,AZ:10.84,GX:74.93,GY:28.59,GZ:29.28
T:580164,AX:1.20,AY:0.15,AZ:11.23,GX:68.38,GY:18.50,GZ:30.44
T:580174,AX:1.37,AY:-0.49,AZ:11.95,GX:63.43,GY:13.84,GZ:25.34
T:580184,AX:1.99,AY:0.78,AZ:13.04,GX:51.29,GY:-5.40,GZ:11.93
T:580194,AX:2.12,AY:3.28,AZ:10.84,GX:48.87,GY:-24.12,GZ:19.78
T:580204,AX:1.63,AY:2.33,AZ:7.67,GX:65.55,GY:-10.27,GZ:40.51
T:580214,AX:1.50,AY:0.40,AZ:8.94,GX:74.90,GY:14.67,GZ:38.82
T:580224,AX:1.62,AY:-0.04,AZ:11.59,GX:64.35,GY:10.15,GZ:28.56
T:580234,AX:1.35,AY:0.17,AZ:9.93,GX:43.32,GY:-7.70,GZ:18.82
T:580244,AX:0.65,AY:0.28,AZ:7.21,GX:31.74,GY:2.13,GZ:13.49
T:580254,AX:0.52,AY:-0.23,AZ:7.36,GX:27.57,GY:25.32,GZ:2.90
T:580264,AX:0.85,AY:1.03,AZ:9.46,GX:25.48,GY:36.82,GZ:-11.32
T:580274,AX:1.14,AY:2.36,AZ:10.66,GX:21.52,GY:28.82,GZ:-13.34
T:580284,AX:0.88,AY:2.69,AZ:9.29,GX:17.45,GY:22.18,GZ:-11.54
T:580294,AX:0.47,AY:2.81,AZ:8.44,GX:20.54,GY:35.74,GZ:-10.10
T:580304,AX:0.27,AY:2.02,AZ:12.54,GX:29.61,GY:41.63,GZ:-8.18
T:580314,AX:0.20,AY:1.94,AZ:13.36,GX:23.54,GY:9.93,GZ:-18.44
T:580324,AX:-0.28,AY:2.76,AZ:10.26,GX:21.05,GY:-2.59,GZ:-20.44
T:580334,AX:-0.73,AY:1.83,AZ:8.92,GX:26.53,GY:16.53,GZ:-23.06
T:580344,AX:-0.44,AY:1.85,AZ:11.17,GX:23.45,GY:26.03,GZ:-34.01
T:580354,AX:-0.43,AY:2.43,AZ:12.25,GX:18.62,GY:17.37,GZ:-35.51
T:580364,AX:-0.65,AY:1.49,AZ:10.97,GX:13.16,GY:6.33,GZ:-39.38
T:580374,AX:-0.95,AY:1.54,AZ:8.63,GX:13.57,GY:17.74,GZ:-48.97
T:580384,AX:-0.81,AY:1.47,AZ:9.46,GX:13.75,GY:37.72,GZ:-54.03
T:580394,AX:-0.01,AY:1.88,AZ:11.26,GX:10.04,GY:30.36,GZ:-57.57
T:580404,AX:0.08,AY:1.87,AZ:10.94,GX:9.37,GY:13.67,GZ:-53.23
T:580414,AX:0.22,AY:2.30,AZ:11.33,GX:4.18,GY:0.91,GZ:-57.74
T:580424,AX:0.37,AY:3.64,AZ:10.91,GX:0.04,GY:-12.30,GZ:-48.45
T:580434,AX:0.77,AY:3.64,AZ:9.71,GX:-10.21,GY:-12.16,GZ:-35.45
T:580444,AX:1.08,AY:3.37,AZ:8.95,GX:-17.26,GY:-7.74,GZ:-25.92
T:580454,AX:1.52,AY:2.78,AZ:8.73,GX:-23.00,GY:-1.03,GZ:-18.24
T:580464,AX:1.95,AY:2.72,AZ:10.70,GX:-26.94,GY:2.67,GZ:-13.60
T:580474,AX:2.02,AY:3.07,AZ:11.05,GX:-29.93,GY:-13.78,GZ:-3.66
T:580484,AX:1.83,AY:2.23,AZ:9.61,GX:-27.34,GY:-22.90,GZ:6.67
T:580494,AX:1.76,AY:1.90,AZ:9.27,GX:-27.11,GY:-20.88,GZ:7.17
T:580504,AX:1.52,AY:2.49,AZ:10.69,GX:-22.30,GY:-26.50,GZ:13.80
T:580514,AX:1.34,AY:1.52,AZ:11.03,GX:-17.61,GY:-43.75,GZ:21.63
T:580524,AX:0.94,AY:0.87,AZ:9.97,GX:-17.49,GY:-54.03,GZ:19.80
T:580534,AX:1.12,AY:1.20,AZ:8.43,GX:-18.61,GY:-54.76,GZ:18.25
T:580544,AX:1.42,AY:0.57,AZ:7.21,GX:-18.68,GY:-39.51,GZ:18.47
T:580554,AX:1.89,AY:0.60,AZ:8.14,GX:-22.19,GY:-26.77,GZ:11.54
T:580564,AX:2.37,AY:1.15,AZ:8.75,GX:-22.67,GY:-22.22,GZ:12.39
T:580574,AX:2.49,AY:0.86,AZ:9.57,GX:-21.63,GY:-23.84,GZ:15.83
T:580584,AX:2.16,AY:0.55,AZ:10.71,GX:-18.15,GY:-30.01,GZ:15.70
T:580594,AX:2.29,AY:1.49,AZ:10.25,GX:-20.82,GY:-45.26,GZ:14.21
T:580604,AX:1.90,AY:2.17,AZ:8.12,GX:-21.49,GY:-46.67,GZ:25.86
T:580614,AX:0.99,AY:0.23,AZ:6.96,GX:-14.27,GY:-32.58,GZ:34.58
T:580624,AX:0.63,AY:-1.10,AZ:8.42,GX:-10.24,GY:-16.70,GZ:25.05
T:580634,AX:0.94,AY:-1.00,AZ:9.73,GX:-13.17,GY:-23.09,GZ:15.05
T:580644,AX:0.74,AY:-1.28,AZ:7.98,GX:-13.55,GY:-25.57,GZ:5.83
T:580654,AX:1.21,AY:-1.09,AZ:8.51,GX:-13.26,GY:-15.48,GZ:-7.19
T:580664,AX:1.84,AY:0.46,AZ:9.86,GX:-16.61,GY:-22.91,GZ:-14.71
T:580674,AX:2.44,AY:1.23,AZ:9.78,GX:-20.07,GY:-28.83,GZ:-11.90
T:580684,AX:3.00,AY:1.99,AZ:10.76,GX:-26.51,GY:-33.69,GZ:-6.07
T:580694,AX:2.87,AY:1.42,AZ:12.73,GX:-28.12,GY:-43.31,GZ:5.81
T:580704,AX:2.93,AY:-0.54,AZ:15.29,GX:-37.86,GY:-68.97,GZ:5.14
T:580714,AX:2.60,AY:-0.84,AZ:16.22,GX:-46.99,GY:-108.39,GZ:-3.16
T:580724,AX:0.74,AY:-0.68,AZ:8.80,GX:-63.75,GY:-163.08,GZ:-14.82
T:580734,AX:-2.45,AY:2.25,AZ:-3.66,GX:-47.95,GY:-144.68,GZ:-24.03
T:580744,AX:0.02,AY:-2.76,AZ:-4.43,GX:-28.07,GY:22.39,GZ:-0.10
T:580754,AX:-1.69,AY:-6.03,AZ:9.92,GX:-26.67,GY:32.50,GZ:-33.46
T:580764,AX:3.57,AY:-3.11,AZ:9.15,GX:-20.32,GY:20.82,GZ:-103.26
T:580774,AX:2.98,AY:10.14,AZ:16.45,GX:-52.82,GY:-17.28,GZ:-63.69
T:580784,AX:-1.88,AY:1.11,AZ:-4.28,GX:-36.22,GY:-60.12,GZ:51.40
T:580794,AX:10.82,AY:-5.29,AZ:9.91,GX:-18.44,GY:153.48,GZ:-28.13
T:580804,AX:12.02,AY:20.21,AZ:32.55,GX:-49.48,GY:-95.28,GZ:-37.72
T:580814,AX:6.94,AY:12.71,AZ:-3.75,GX:7.69,GY:-200.51,GZ:153.81
T:580824,AX:3.88,AY:-0.71,AZ:-5.47,GX:12.27,GY:18.04,GZ:150.90
T:580834,AX:4.13,AY:-1.64,AZ:15.32,GX:-17.14,GY:39.48,GZ:124.48
T:580844,AX:3.35,AY:-1.55,AZ:10.94,GX:-36.87,GY:-45.31,GZ:120.65
T:580854,AX:3.58,AY:-2.47,AZ:6.85,GX:-39.08,GY:-19.05,GZ:108.65
T:580864,AX:4.99,AY:0.06,AZ:10.41,GX:-46.30,GY:-23.46,GZ:102.30
T:580874,AX:5.40,AY:1.05,AZ:7.33,GX:-46.70,GY:-37.19,GZ:118.54
T:580884,AX:4.87,AY:-0.55,AZ:4.94,GX:-44.68,GY:-3.40,GZ:129.67
T:580894,AX:4.96,AY:-3.00,AZ:9.39,GX:-54.13,GY:26.59,GZ:113.05
T:580904,AX:4.88,AY:-2.76,AZ:11.57,GX:-68.62,GY:12.50,GZ:99.51
T:580914,AX:3.60,AY:-3.90,AZ:8.12,GX:-68.35,GY:-2.85,GZ:88.15
T:580924,AX:3.19,AY:-5.07,AZ:7.64,GX:-57.28,GY:14.36,GZ:57.69
T:580934,AX:3.02,AY:-3.62,AZ:9.22,GX:-48.24,GY:-0.13,GZ:33.52
T:580944,AX:2.32,AY:-3.78,AZ:6.36,GX:-35.61,GY:-0.77,GZ:28.35
T:580954,AX:2.72,AY:-4.83,AZ:9.18,GX:-32.33,GY:18.19,GZ:13.03
T:580964,AX:3.08,AY:-3.47,AZ:12.09,GX:-36.01,GY:-1.52,GZ:1.57
T:580974,AX:2.72,AY:-4.04,AZ:12.95,GX:-29.20,GY:-21.19,GZ:-1.69
T:580984,AX:2.45,AY:-3.93,AZ:13.84,GX:-25.25,GY:-47.16,GZ:-10.70
T:580994,AX:3.07,AY:-3.70,AZ:13.47,GX:-24.45,GY:-67.75,GZ:-13.16
T:581004,AX:2.97,AY:-3.75,AZ:10.25,GX:-15.55,GY:-107.86,GZ:-27.52
T:581014,AX:2.18,AY:-1.68,AZ:2.72,GX:2.32,GY:-104.51,GZ:-38.71
T:581024,AX:2.26,AY:-3.05,AZ:4.72,GX:21.12,GY:-47.26,GZ:-33.03
T:581034,AX:3.14,AY:-3.04,AZ:8.82,GX:17.38,GY:-41.52,GZ:-52.47
T:581044,AX:3.78,AY:-1.47,AZ:9.02,GX:17.72,GY:-46.48,GZ:-51.40
T:581054,AX:4.14,AY:-1.98,AZ:9.83,GX:20.22,GY:-46.10,GZ:-44.03
T:581064,AX:4.47,AY:-1.62,AZ:9.95,GX:14.93,GY:-50.65,GZ:-47.19
T:581074,AX:4.31,AY:-1.18,AZ:8.87,GX:21.34,GY:-59.25,GZ:-42.44
T:581084,AX:4.66,AY:-1.20,AZ:8.21,GX:19.52,GY:-53.45,GZ:-41.45
T:581094,AX:5.44,AY:-0.51,AZ:9.63,GX:6.00,GY:-53.43,GZ:-34.79
T:581104,AX:5.58,AY:-0.97,AZ:8.11,GX:6.03,GY:-71.87,GZ:-32.56
T:581114,AX:6.27,AY:-1.62,AZ:5.91,GX:13.54,GY:-64.94,GZ:-41.95
T:581124,AX:7.98,AY:0.10,AZ:6.94,GX:17.45,GY:-52.48,GZ:-53.98
T:581134,AX:8.88,AY:1.21,AZ:6.30,GX:20.25,GY:-53.49,GZ:-46.06
T:581144,AX:10.11,AY:0.68,AZ:4.79,GX:26.19,GY:-33.48,GZ:-44.19
T:581154,AX:11.79,AY:2.74,AZ:5.28,GX:26.64,GY:-0.06,GZ:-43.08
T:581164,AX:11.41,AY:3.12,AZ:4.94,GX:23.55,GY:23.64,GZ:-21.52
T:581174,AX:9.87,AY:0.69,AZ:5.19,GX:17.81,GY:59.64,GZ:-17.72
T:581184,AX:8.24,AY:0.38,AZ:7.10,GX:9.43,GY:77.09,GZ:-23.22
T:581194,AX:6.54,AY:-1.09,AZ:5.00,GX:10.64,GY:90.00,GZ:-31.43
T:581204,AX:5.99,AY:-0.17,AZ:7.98,GX:8.54,GY:129.35,GZ:-45.57
T:581214,AX:5.40,AY:0.91,AZ:12.07,GX:6.90,GY:116.50,GZ:-36.47
T:581224,AX:3.82,AY:-0.99,AZ:10.50,GX:9.22,GY:94.90,GZ:-26.93
T:581234,AX:3.20,AY:-1.55,AZ:10.91,GX:6.56,GY:91.46,GZ:-37.34
T:581244,AX:2.63,AY:-0.30,AZ:11.43,GX:8.59,GY:67.86,GZ:-30.77
T:581254,AX:1.89,AY:-1.39,AZ:10.24,GX:14.51,GY:58.25,GZ:-23.81
T:581264,AX:2.65,AY:-1.22,AZ:10.84,GX:15.37,GY:54.74,GZ:-27.28
T:581274,AX:3.51,AY:0.14,AZ:11.08,GX:11.09,GY:43.92,GZ:-20.04
T:581284,AX:3.97,AY:-0.55,AZ:9.52,GX:6.03,GY:32.39,GZ:-15.02
T:581294,AX:4.10,AY:-0.27,AZ:8.57,GX:4.47,GY:38.38,GZ:-16.39
T:581304,AX:4.80,AY:0.19,AZ:9.86,GX:5.08,GY:39.58,GZ:-13.28
T:581314,AX:4.66,AY:-0.61,AZ:9.91,GX:7.83,GY:33.75,GZ:-9.57
T:581324,AX:4.37,AY:-0.75,AZ:8.74,GX:13.45,GY:33.57,GZ:-18.42
T:581334,AX:4.24,AY:-0.46,AZ:9.88,GX:18.80,GY:44.03,GZ:-21.70
T:581344,AX:4.48,AY:-0.01,AZ:11.68,GX:17.98,GY:37.31,GZ:-22.91
T:581354,AX:4.27,AY:-0.48,AZ:12.06,GX:17.66,GY:21.22,GZ:-23.23
T:581364,AX:4.53,AY:-0.86,AZ:11.29,GX:18.70,GY:6.15,GZ:-33.14
T:581374,AX:5.93,AY:0.97,AZ:10.88,GX:15.80,GY:5.26,GZ:-43.35
T:581384,AX:7.33,AY:3.87,AZ:10.70,GX:8.12,GY:6.10,GZ:-30.56
T:581394,AX:6.57,AY:3.41,AZ:8.99,GX:6.64,GY:9.67,GZ:-2.61
T:581404,AX:5.78,AY:1.01,AZ:7.86,GX:7.55,GY:29.77,GZ:5.63
T:581414,AX:4.75,AY:0.39,AZ:10.10,GX:4.29,GY:46.10,GZ:-7.74
T:581424,AX:5.26,AY:2.26,AZ:12.47,GX:2.99,GY:30.64,GZ:-4.30
T:581434,AX:3.55,AY:2.38,AZ:11.82,GX:25.49,GY:12.94,GZ:18.48
T:581444,AX:3.32,AY:-0.40,AZ:11.97,GX:45.09,GY:-0.99,GZ:24.12
T:581454,AX:3.40,AY:-0.23,AZ:11.20,GX:56.83,GY:-23.80,GZ:11.22
T:581464,AX:3.67,AY:0.47,AZ:9.58,GX:66.74,GY:-34.06,GZ:11.20
T:581474,AX:3.57,AY:0.15,AZ:9.19,GX:68.51,GY:-33.19,GZ:13.38
T:581484,AX:3.56,AY:-0.94,AZ:8.31,GX:48.65,GY:-33.54,GZ:8.90
T:581494,AX:2.93,AY:-0.09,AZ:8.09,GX:30.91,GY:-18.45,GZ:-4.62
T:581504,AX:3.57,AY:1.12,AZ:9.58,GX:25.28,GY:-18.21,GZ:3.69
T:581514,AX:3.51,AY:0.31,AZ:8.26,GX:22.06,GY:-21.45,GZ:9.81
T:581524,AX:3.63,AY:-0.20,AZ:7.33,GX:20.64,GY:-8.19,GZ:5.20
T:581534,AX:3.88,AY:0.37,AZ:8.43,GX:20.88,GY:3.83,GZ:-1.12
T:581544,AX:4.45,AY:1.56,AZ:8.46,GX:16.07,GY:0.24,GZ:2.88
T:581554,AX:4.37,AY:1.02,AZ:7.10,GX:17.87,GY:6.51,GZ:14.80
T:581564,AX:3.67,AY:-0.70,AZ:7.43,GX:21.12,GY:15.54,GZ:12.41
T:581574,AX:4.15,AY:-0.59,AZ:8.09,GX:18.47,GY:12.82,GZ:-0.25
T:581584,AX:4.49,AY:0.79,AZ:6.77,GX:12.88,GY:9.17,GZ:-3.05
T:581594,AX:4.45,AY:1.15,AZ:5.96,GX:11.34,GY:21.23,GZ:0.82
T:581604,AX:4.10,AY:0.67,AZ:6.18,GX:8.15,GY:36.45,GZ:3.08
T:581614,AX:3.51,AY:0.90,AZ:6.31,GX:3.77,GY:51.51,GZ:-2.39
T:581624,AX:3.47,AY:1.46,AZ:7.79,GX:2.97,GY:70.09,GZ:-3.20
T:581634,AX:3.56,AY:1.92,AZ:11.19,GX:1.89,GY:70.44,GZ:2.39
T:581644,AX:3.48,AY:1.67,AZ:12.72,GX:3.52,GY:46.35,GZ:10.32
T:581654,AX:3.14,AY:1.18,AZ:12.11,GX:1.95,GY:18.96,GZ:13.96
T:581664,AX:2.85,AY:0.78,AZ:10.32,GX:0.96,GY:4.64,GZ:15.61
T:581674,AX:2.28,AY:0.22,AZ:8.20,GX:4.71,GY:-0.50,GZ:13.03
T:581684,AX:2.40,AY:0.16,AZ:8.28,GX:5.63,GY:8.44,GZ:6.21
T:581694,AX:2.21,AY:1.02,AZ:8.95,GX:2.54,GY:8.56,GZ:3.74
T:581704,AX:2.06,AY:1.22,AZ:8.25,GX:1.86,GY:7.52,GZ:12.13
T:581714,AX:1.72,AY:0.77,AZ:7.05,GX:2.10,GY:21.45,GZ:14.22
T:581724,AX:1.36,AY:1.46,AZ:8.96,GX:-0.27,GY:41.81,GZ:13.08
T:581734,AX:1.02,AY:1.53,AZ:12.29,GX:-1.60,GY:39.61,GZ:23.54
T:581744,AX:0.69,AY:-0.11,AZ:12.52,GX:-6.38,GY:17.80,GZ:28.21
T:581754,AX:-0.08,AY:-0.92,AZ:10.43,GX:-6.96,GY:2.62,GZ:18.50
T:581764,AX:0.18,AY:-0.86,AZ:8.83,GX:-3.35,GY:7.48,GZ:10.68
T:581774,AX:0.76,AY:-0.56,AZ:9.68,GX:-1.29,GY:18.07,GZ:4.32
T:581784,AX:1.27,AY:-0.08,AZ:10.82,GX:1.51,GY:14.07,GZ:3.92
T:581794,AX:1.57,AY:-0.55,AZ:10.73,GX:8.13,GY:0.35,GZ:5.40
T:581804,AX:2.09,AY:-0.61,AZ:8.56,GX:13.14,GY:-10.25,GZ:-2.97
T:581814,AX:2.55,AY:0.08,AZ:7.87,GX:18.25,GY:-4.87,GZ:-5.93
T:581824,AX:2.79,AY:-0.03,AZ:9.30,GX:23.81,GY:-5.80,GZ:-5.90
T:581834,AX:3.41,AY:0.08,AZ:10.09,GX:21.38,GY:-24.00,GZ:-9.06
T:581844,AX:3.39,AY:0.85,AZ:6.72,GX:20.10,GY:-40.50,GZ:-10.68
T:581854,AX:3.22,AY:1.02,AZ:2.53,GX:27.87,GY:-17.29,GZ:-6.91
T:581864,AX:3.59,AY:-0.17,AZ:3.77,GX:35.95,GY:25.67,GZ:-14.93
T:581874,AX:4.01,AY:1.23,AZ:6.10,GX:30.90,GY:41.38,GZ:-28.45
T:581884,AX:4.15,AY:2.74,AZ:5.65,GX:26.35,GY:54.62,GZ:-21.23
T:581894,AX:3.57,AY:1.86,AZ:7.19,GX:24.45,GY:68.42,GZ:-15.87
T:581904,AX:3.60,AY:1.83,AZ:9.25,GX:13.90,GY:62.77,GZ:-18.77
T:581914,AX:3.38,AY:2.47,AZ:9.67,GX:6.00,GY:53.02,GZ:-16.64
T:581924,AX:3.02,AY:2.23,AZ:10.53,GX:0.71,GY:40.99,GZ:-10.79
T:581934,AX:2.97,AY:1.61,AZ:11.42,GX:-8.22,GY:22.70,GZ:-10.24
T:581944,AX:2.60,AY:1.40,AZ:10.22,GX:-15.86,GY:-0.50,GZ:-12.29
T:581954,AX:2.12,AY:1.20,AZ:8.79,GX:-19.19,GY:-3.74,GZ:-14.45
T:581964,AX:1.45,AY:1.39,AZ:8.57,GX:-22.13,GY:0.42,GZ:-16.10
T:581974,AX:1.04,AY:1.59,AZ:7.63,GX:-18.53,GY:4.53,GZ:-11.31
T:581984,AX:1.71,AY:1.51,AZ:7.23,GX:-12.56,GY:21.60,GZ:-9.83
T:581994,AX:2.41,AY:2.46,AZ:9.62,GX:-6.93,GY:30.47,GZ:-9.26
T:582004,AX:2.88,AY:3.15,AZ:11.27,GX:-11.64,GY:17.40,GZ:1.90
T:582014,AX:1.97,AY:2.35,AZ:9.79,GX:-17.06,GY:-5.28,GZ:16.21
T:582024,AX:0.85,AY:0.90,AZ:6.93,GX:-14.87,GY:3.11,GZ:17.02
T:582034,AX:0.30,AY:0.16,AZ:8.09,GX:-7.29,GY:27.70,GZ:10.82
T:582044,AX:0.40,AY:0.18,AZ:11.50,GX:-2.96,GY:31.51,GZ:4.96
T:582054,AX:0.83,AY:0.68,AZ:13.03,GX:0.03,GY:2.70,GZ:4.73
T:582064,AX:0.93,AY:0.58,AZ:11.25,GX:0.97,GY:-16.16,GZ:7.34
T:582074,AX:0.60,AY:-0.21,AZ:10.67,GX:5.78,GY:-26.74,GZ:6.85
T:582084,AX:0.24,AY:-0.90,AZ:8.90,GX:3.26,GY:-33.74,GZ:-2.85
T:582094,AX:0.21,AY:-0.38,AZ:7.00,GX:0.42,GY:-21.26,GZ:-15.67
T:582104,AX:0.39,AY:0.08,AZ:6.80,GX:2.25,GY:6.07,GZ:-21.22
T:582114,AX:0.71,AY:-0.05,AZ:8.04,GX:0.12,GY:25.48,GZ:-28.58
T:582124,AX:1.00,AY:0.68,AZ:9.99,GX:2.68,GY:33.52,GZ:-36.38
T:582134,AX:1.74,AY:2.06,AZ:11.34,GX:4.44,GY:22.71,GZ:-35.45
T:582144,AX:1.71,AY:2.27,AZ:10.95,GX:11.90,GY:2.96,GZ:-22.44
T:582154,AX:1.38,AY:1.66,AZ:9.00,GX:17.60,GY:-2.19,GZ:-19.57
T:582164,AX:1.03,AY:1.89,AZ:9.02,GX:24.76,GY:7.03,GZ:-19.74
T:582174,AX:0.62,AY:1.79,AZ:9.18,GX:29.93,GY:13.45,GZ:-17.64
T:582184,AX:0.17,AY:1.58,AZ:8.92,GX:27.49,GY:31.51,GZ:-22.91
T:582194,AX:0.10,AY:3.03,AZ:10.15,GX:30.48,GY:55.52,GZ:-23.19
T:582204,AX:-0.00,AY:2.27,AZ:13.55,GX:31.92,GY:56.41,GZ:-8.68
T:582214,AX:-0.58,AY:0.22,AZ:13.72,GX:26.06,GY:32.83,GZ:-12.35
T:582224,AX:-0.88,AY:0.33,AZ:11.07,GX:20.29,GY:28.36,GZ:-27.60
T:582234,AX:-0.42,AY:2.03,AZ:12.90,GX:23.02,GY:35.52,GZ:-34.80
T:582244,AX:-0.00,AY:3.09,AZ:13.24,GX:24.01,GY:12.42,GZ:-29.78
T:582254,AX:-0.07,AY:3.19,AZ:10.51,GX:29.05,GY:8.12,GZ:-23.32
T:582264,AX:0.40,AY:3.03,AZ:12.17,GX:28.01,GY:22.01,GZ:-23.80
T:582274,AX:0.68,AY:4.45,AZ:15.97,GX:18.80,GY:-5.90,GZ:-16.24
T:582284,AX:0.53,AY:4.16,AZ:13.31,GX:10.90,GY:-48.77,GZ:-0.04
T:582294,AX:0.01,AY:3.27,AZ:8.99,GX:8.50,GY:-49.78,GZ:4.85
T:582304,AX:0.45,AY:3.39,AZ:8.47,GX:9.28,GY:-27.49,GZ:4.13
T:582314,AX:1.24,AY:4.12,AZ:9.95,GX:3.78,GY:-17.12,GZ:8.51
T:582324,AX:1.35,AY:4.27,AZ:9.11,GX:-1.41,GY:-13.80,GZ:16.35
T:582334,AX:1.67,AY:4.30,AZ:8.16,GX:-1.32,GY:-0.96,GZ:22.16
T:582344,AX:1.66,AY:4.16,AZ:8.53,GX:3.55,GY:8.90,GZ:32.56
T:582354,AX:1.21,AY:2.62,AZ:10.63,GX:8.93,GY:13.14,GZ:41.26
T:582364,AX:1.34,AY:2.33,AZ:11.68,GX:14.32,GY:-12.61,GZ:40.88
T:582374,AX:1.57,AY:2.94,AZ:8.95,GX:20.82,GY:-25.17,GZ:45.28
T:582384,AX:1.56,AY:3.43,AZ:8.48,GX:22.77,GY:-11.67,GZ:53.64
T:582394,AX:1.74,AY:2.93,AZ:10.37,GX:19.28,GY:-10.12,GZ:64.35
T:582404,AX:1.71,AY:1.90,AZ:10.38,GX:8.97,GY:-29.00,GZ:67.74
T:582414,AX:1.49,AY:1.39,AZ:7.93,GX:2.06,GY:-31.78,GZ:65.19
T:582424,AX:1.38,AY:0.65,AZ:7.79,GX:-3.05,GY:-17.31,GZ:61.14
T:582434,AX:1.72,AY:-0.01,AZ:9.90,GX:-4.99,GY:-16.18,GZ:51.20
T:582444,AX:1.98,AY:1.32,AZ:8.94,GX:-11.43,GY:-33.32,GZ:43.80
T:582454,AX:1.92,AY:1.44,AZ:7.52,GX:-12.18,GY:-27.14,GZ:49.55
T:582464,AX:1.90,AY:0.68,AZ:7.77,GX:-12.76,GY:-20.19,GZ:47.46
T:582474,AX:2.30,AY:0.98,AZ:8.95,GX:-15.16,GY:-17.09,GZ:41.81
T:582484,AX:2.54,AY:2.02,AZ:8.94,GX:-22.91,GY:-29.34,GZ:43.41
T:582494,AX:2.01,AY:1.17,AZ:6.52,GX:-21.43,GY:-25.69,GZ:50.58
T:582504,AX:1.87,AY:-0.56,AZ:6.78,GX:-19.87,GY:-1.78,GZ:37.41
T:582514,AX:2.12,AY:0.11,AZ:8.60,GX:-20.87,GY:3.09,GZ:22.36
T:582524,AX:2.20,AY:0.24,AZ:8.76,GX:-18.04,GY:-4.65,GZ:17.81
T:582534,AX:2.55,AY:0.51,AZ:8.34,GX:-22.03,GY:0.67,GZ:7.95
T:582544,AX:3.00,AY:2.11,AZ:9.37,GX:-24.90,GY:3.74,GZ:7.05
T:582554,AX:3.05,AY:2.50,AZ:10.22,GX:-28.67,GY:-4.87,GZ:18.00
T:582564,AX:2.39,AY:0.92,AZ:8.80,GX:-32.71,GY:-12.74,GZ:24.70
T:582574,AX:1.95,AY:0.61,AZ:7.54,GX:-39.17,GY:0.12,GZ:14.32
T:582584,AX:1.80,AY:0.66,AZ:7.97,GX:-41.26,GY:11.46,GZ:14.73
T:582594,AX:1.77,AY:0.02,AZ:8.31,GX:-44.41,GY:19.81,GZ:8.93
T:582604,AX:1.92,AY:0.20,AZ:9.25,GX:-46.62,GY:22.16,GZ:1.58
T:582614,AX:1.90,AY:0.49,AZ:10.18,GX:-40.74,GY:18.35,GZ:0.42
T:582624,AX:2.03,AY:0.42,AZ:10.52,GX:-37.40,GY:5.67,GZ:0.19
T:582634,AX:1.92,AY:0.55,AZ:8.58,GX:-36.13,GY:-0.22,GZ:-0.79
T:582644,AX:1.96,AY:0.42,AZ:8.14,GX:-32.44,GY:15.05,GZ:-0.67
T:582654,AX:2.12,AY:0.21,AZ:10.79,GX:-31.84,GY:16.70,GZ:0.79
T:582664,AX:2.27,AY:0.37,AZ:10.07,GX:-35.75,GY:-2.01,GZ:-2.13
T:582674,AX:2.58,AY:1.45,AZ:8.66,GX:-36.91,GY:3.22,GZ:-0.29
T:582684,AX:2.97,AY:2.34,AZ:9.37,GX:-39.41,GY:12.99,GZ:10.18
T:582694,AX:3.06,AY:1.68,AZ:11.28,GX:-39.92,GY:11.20,GZ:24.91
